Transaction Hash,Expected Output,Model Output
0x05cd9180e0a9793ba676e5622c63db570995fc16f945acdcc9c39510b78cf64a,Revoked,Revoked
0x2101b6704e8073b9d8efcc85343cd3142c4e0b63099bfb6366610bf85849f44d,Deposit,Deposit
0xa47eef66d916c7275f9b4d421767d1bce6e06f1b879c37eefd458a221373a43d,Swap,Swap
0x76217816f2b6c5209b50d3cb992d7ad775368d154e8303c8aff3f33d596c34f1,Deposit,Deposit
0x3dfd74f4db784cf8f9b6ed0289b06692b569978e3b22b3c48416abef0882f0ca,Unwrap,Unwrap
0x620b17cfab42d083ef061633fca5fc2d9e731f482df7b8812826f9998a3ef053,Withdraw,Withdraw
0x561f2b118ff8e56f16f77226f5047d904e050fe630a9458da51ed9b6a12fa7ac,Sale,Sale
0xf80a04bf484f6926cc3d395faa7456c8ec5865995a82bfaf7b51ce77c13490a2,Approved,Revoked
0xdffd6785e28c93c2ba7cc349f3ffe16516134cbeaa8d49149adb987c809147ef,Swap,Swap
0xe020b2c5b19e535400f0dc15a741613fd2677dcb5fb4adc7f17c0c22699c683d,Transfer,Transfer
0x924d6755859dd9cc383923c2f541f0a632093da1f05bcaf18aadc497983cd521,Sale,Sale
0x6fa7fa41ea7995b3544b6ecb1b3fd29280072a6ab2e3c295de309b100c35bc19,Sale,Withdraw
0xe8cf2670a65554161296f2ec8fa7967f5a6af39a1f40063efc20bb37b47448ce,Wrap,Wrap
0xd8917b3b2886baf903788f1cc98a941223fc34034366b8d3b741e808a9f709d4,Withdraw,Withdraw
0x6f3c022f55d20d0d1d483a78a2f73211027a998af6906884f7064b81d3a2f0ad,Swap,Swap
0x114e163bfaa448f4d0f0c127f9c6f2a0cfcd8bffc7365ca1aab28678ad178a28,Swap,Swap
0x65a3678a0d68ed8c989a8b504bfc6fe94a5d5fd112e6e9bc06e8f19cddf45c80,Mint,Mint
0xe7aa6858d07cb1bc59be02d105da3e31ff5220ab28cc7238ee05bf85006b5690,Withdraw,Withdraw
0x82f97ac51e1ea9da4472698d5c1adbd1c3d2140a81790fbe667af7dcd45f95ff,Sale,Sale
0x4837574578ff52e12b31d6f3a4a19b985ddd3941e67c25bcd97982ac9c61cd35,Mint,Mint
0x425d9cf886aabb72a65c45709f49d6c2e59182b157e531ca21a1458a5360108b,Unwrap,Unwrap
0x067bc745455ae90f8cef4d7128ea0953cb3c125d0c1a2372e0ccfed111894ee4,Sale,Sale
0x29c9da80f581e03ce4bd72f8f68a98f7efd36d55cf8ada41f05e9dae6c5bb75d,Approved,Revoked
0xef9dc38bcdb027a5dfb47c1a3a8c687d6159525239ff9a9b4a6029ffd90f36fb,Mint,Mint
0x94b25b16f7878c41fa6a3b090c8d33fa4f831b1739a3738678494a1730311a4a,Transfer,Transfer
0x4d32e672c46229604deaf294852cba75b25c09059fd2c5a2f7a3cf346b03c76e,Transfer,Transfer
0x19ca159bf5bb2c414c3924b9f726b766f971d20fe8736d8a73d4362e7671d46e,Transfer,Transfer
0x16076fa918138ca4d5c703c31704a165c81c8d35631af394f27518bdd137f210,Sale,Sale
0xe2b4191399d98e4c16cca48974e12bfbe704a8cf2799fe0d03165a0a79910a92,Sale,Sale
0xc17e8a8d70087ea1e0e03541dcc9f334d8da480caca94a4ca192050f4b05848c,Wrap,Wrap
0x8114c64ae44d865d9c42a5f30c2fb43a65d100cc29ab5b5ff9ff282e35db5d4a,Approved,Revoked
0x4aa99dfed4871670745ccf0d9f8901cc64bca2c7c3138c6002290d1a092719eb,Swap,Swap
0xb87314e0500a46f0985c1693225fe408bc6fbd34d678be1cc6a28f399e067654,Transfer,Transfer
0x6da0aa6175dcc992a6d5346c927030eeeed680e8b62234d9abf129ca0cfeb355,Mint,Mint
0xe898739412f2114d44894aa48e701c7759597301057eadae962f5a1e214d3138,Approved,Revoked
0xf65ddd5a215eb68b0e69a764e9f99501ae13cfbc61a7f572564accb6d4bf5b3f,Approved,Revoked
0x9f8b33765b5ecadde39e438477536481723899875a67d80cc5ac753f3cca81a9,Swap,Swap
0x770d1dc53aaab94f107db36d2fbcb61fa71434e6fecb8042d7ae061bc335f0a4,Cancel,Wrap
0x8c78cc402e2cb865fa297a076f087db59895fac5b40b035ef585df1f824118ee,Sale,Sale
0x2dc34f68a60fa6de47428b3ac903c65103392a6f791959bed8c7d6b22d65bbb6,Mint,Mint
0xe8496e3e0afeb028e50a349cdf0bb71ceeb6b3885f1e0e1e21e0dbd810b713c8,Approved,Revoked
0xc530f68ca1e78757ee155956b16ef6c560c90b5f60000fa086f8b1b8658b21f1,Sale,Sale
0x701b4087c14090f71780b484360893d25aa5678ed98586347886d18af99d299d,Wrap,Wrap
0x720523f733c730893e34904c83b92ddb23d8a6d12cb1408d2cade7c78f3fd701,Mint,Mint
0x2be3f3ab5b10c58c5c028cbdcbb8bd52b458e99cb5b2d6c9633a01258d2ccbbc,Wrap,Wrap
0x2b9e8ef81598f666af7b046e4a23562ee103d992fb8a663e72fb04e0a7992b2b,Approved,Revoked
0xf7d53dda60fe490e2c94beb3fbd638c7354a5a37acea4782826cfb9643bc3d7e,Withdraw,Withdraw
0xdd9556f5ba52879db7520ef085535729d95540d6bdb644726625247b8c72c096,Transfer,Transfer
0x4e5afd03f259fe336fa430024ae934bfb9563ec67ed676c044c5b87af3a8f445,Wrap,Wrap
0x5ea8b2dab513ba735b0df93394b3057fc2039c614e51a8870fd92cefce20443e,Approved,Revoked
0xb2ce71b801e0c41bfd5cda46f9be4b58e368b088739c4136751603622dda7f30,Swap,Swap
0xda5a4584fd183eb860984cbaa4907f1910ec88f4e02b6e879e56200710ac0b77,Unwrap,Unwrap
0xd721aeb2f06dc1b4ac92798ad6105c88c4a03fe4db0d8930c355bfc37822d6f1,Transfer,Transfer
0xef22556dbc14f43d038087e97edd41334d8814adf2893fad73750cd07e265c11,Sale,Deposit
0xa59c5e40865e295467e779e639df90d3af1ebbd0c4dc7400f7bb99354e8f741a,Sale,Sale
0x09fcf0f4c00f01d4a39cd94f5645689c7182c1e87384d8fbba698adb6cf0abfc,Mint,Mint
0x59a1d52a1508bfb52cfc8671895330a26b110c86f1d6e0b9ce01813fa1d4a80a,Swap,Swap
0xf2b86306e3566cf73aa013c6ce67a9bb91631ace95ed168b9bf1d40aa2873f5c,Deposit,Sale
0xb38c11530c900751d1d28bc517005a6f6b103737764c3179fa9ebb94060a75e5,Swap,Swap
0x880b0c47e66395f5119b022d84febf53f2d299e10d07dc86e2ed1403d88ea8c8,Sale,Sale
0x4418caa5f8a998beac8ad262d53c7af63f88f81e01f2299f6ef3ee43b9d15ee8,Transfer,Transfer
0xec7ee48731b133822e37142d495dc7cc79bd5a954e2331ada2e9e6f11739bb0c,Sale,Sale
0x4451f9121e451e152a09c2b7dea364713f162b600c86b3d50fac9b7b3b61e2cd,Mint,Mint
0xea378b1b9bbaff246df8c3d6dbbab342ffb915481a7da32c06564ffb4906663c,Sale,Sale
0x222a0a83645dc819b3a815c8eeaa758a8bd7fd8df813f9bca9a3ee6ca3c9000c,Approved,Revoked
0xa024635a0ee3d518bb0270f43be8e5e6430e2ac5de67cde6e1c6a4bca71d2153,Swap,Swap
0xc6e1b9a0cce35a991500b29f4a3aaf75b2c8b2f228f73611043199ffa39f8fe7,Swap,Swap
0xd7a16d14e10bdda60980cdcffdae55ce5a072d228488f6f217afab36e47b70b0,Approved,Revoked
0xbf6882451c5a4a021bc74d0f0489da91a0b3f555176c08fb473ac0f33f48c586,Swap,Swap
0x71f7db984a9425708fa29f20bfc3c7955977d4436bdc7eebb236cdef66e6e291,Wrap,Wrap
0x4235aff5a6a389bc3cae2eab12e793f1d32fc179f479e75dd2d4c60402029597,Swap,Swap
0xcce25a2356534e8d2a0aef50cae7369d958fc49cbb523e9b229cee0090fa13bf,Transfer,Transfer
0xd9a0e6e90a0b0062b5dc931ad8819ff41145099bf0556ce7d82c72359b83e30a,Swap,Swap
0x3d55ae588d07089f45aaa70a9886f3c8c5f8514340a0bc5d33e3a9e63321217c,Approved,Revoked
0x3b54200f504e3c708bdfe5ffc49589fbaf11b20397af467adc3f5b3e24d53dcd,Mint,Mint
0x1eebd617140d49aeef6b65caea3726d3d9a16992ec505ab2d650df135132f345,Deposit,Deposit
0xffe4d369f263458b23d4f08b426d757273aa824aa0245cd16f2a0bdf9d7d0dd5,Approved,Revoked
0xb24d3cfdb6566eb290c06bc47050d87f7c8c7758aafa6fe3ebd33ab3e1d704b8,Swap,Swap
0x080f99d8c05a63e957b1198ac39c5e7e61ff2a9a56b9a6cef8494e7a074068f2,Withdraw,Transfer
0x42834eed3f23484948b15b690e7c7d5db7171d0a275361af0f631aaee341dc6e,Unwrap,Unwrap
0x2e3fe5b619defdf466fff75c5e3530b4deb84365edde1767a85241cd793a7748,Unwrap,Unwrap
0x059def34a83af37f1a8f4c3486a162e7e833ee1f297b9ff587e42d8a9c551170,Approved,Revoked
0xd47196823d01f2293824fd18dfad0fd2c12259278b132436649c542138bd3ea5,Transfer,Transfer
0x5c0efbd7879963225cfdfe14ec459de04d0a22a1332f89d6145067ed0c2c4cf2,Sale,Sale
0xee1f75b05561a98e2ae32db85ed28229cc5cf015b9415e9303b7d0b122927944,Mint,Mint
0xba738036d6bd180603b357be28f54c7a8f2a4d3fe6b649ebe04e871f56399f0e,Approved,Revoked
0x852f6a536e63447a7fded1ec7c679180ad885944f2ab12944030315c16c5d5f6,Transfer,Transfer
0x072ce731957e88b28fab96f5ec0a997f51e72075a473764c06320b7f8c7eaa9e,Cancel,Wrap
0xef03a899e367403e660646d9969292751b4b924fbfbd9105c0d2903abe9406f7,Transfer,Transfer
0x8438a15bbbc2e6ec4209df500ab5cc5ae7a70d90ba9dd3d7aefd551143269a3d,Mint,Mint
0xa812009628413322ce56062d9b3ddabe325e5c903788452a5c9cb5f09f09b9d6,Swap,Swap
0x872a7c25507354a3b0bf758140075d23e11dcc52bcfff060c3ad638bcf757bee,Sale,Sale
0xda516b977fc35cae67bcd756415f91fb08ba51973eb6c97bd8e12988a56ea152,Sale,Sale
0xef7ca209c3341fa77848f4b3edbf63964b7f8b33ef05043a1889b1bdc0f144c0,Sale,Sale
0x49f0a9e54248b712e61aa71e49d9590ba0ffa4bd1d29c28531ba577e19b7880f,Swap,Swap
0x8909aff72d45a04cbff91c43895b68ef552a381ea39136ca63a3f4b39ea9f254,Swap,Swap
0xf93532571191ebd726f6192d74dd6298d299702d27ce818d5fbd4ef1e4a753b7,Mint,Mint
0x5994a636586d6c179315f86a7102aee0d50e86c35c9beca4e660328b97c08f68,Wrap,Wrap
0x5e68145a036e428d78cd7cddb3456f193048290fcf7a74e083d756060955dc33,Sale,Sale
0x000e910d9aa6190ca0a675357bc8d5222d298426dfaaafca7397fec9ff8bfada,Cancel,Wrap
0x10fec3aabb3934bd1f3a62aff09c6b016bb600bdcc1f63e357fc1621ead1b0b6,Approved,Revoked
0xeb2d95ed2694a5c48d2c99852e1c85f19d91629c500817ddf0f9b7a4a7adec36,Mint,Mint
0x3215a35a6eba198bc691e47f4563d0245f731790fb749c73f0888c37ce0edd2d,Approved,Revoked
0xcb6efb3aea2d5d444f2c4e80597a61dbc9c09e19b8bed8b15116730ae6967efc,Approved,Revoked
0x524f71515b0b1c081ee8c62f57a123c861e2b9451f0fae5ed06d3b4f2b92a309,Approved,Revoked
0xdac49bf194505c9b9a0ca043a8565f6616bdf6470fba982a414e28ddcc6e6f9a,Swap,Swap
0x3cd189020faf652938c5fa37d428751d3ad2336a790bb7214c975f1c340257af,Transfer,Transfer
0x82e2035a2a5610f48a96f6a63956d35b4baea757c70b9af1b02a902df6f13679,Swap,Swap
0x522fbd11aac861edeb1a5ff4d24f605a48d5f3c05b1021f375a8508b8e2f26b1,Wrap,Wrap
0xf083dc29f1775b46b79ae15d31b2bc10d807cf5a15f35b98f2a838c5be27eb8c,Sale,Swap
0xba62b8bc2ab823f2c042dca4f3ba458cf77ce0de709da8dbd980dbdf82b323c5,Swap,Swap
0xbda630c8754cea6a0b5826dfec9bdca9523dd734cbc5b3ae9210e6c775f30e2b,Swap,Swap
0xa555ef1226c0f2cd320037435d49f7cd98964e36793c6767fb322ea72d5db26e,Mint,Mint
0xa7fa3a3cb53aa07512fd8ca68f50fb742916ce1ee22e9d2bd6136d99eb0689b6,Sale,Sale
0xabf1f2f25e949442200e9b183eccfd89030b37b97e5969f88ee794a9f1007153,Approved,Revoked
0x5b209d4fba910bd298ed8dff4d24f6ae7e1a83d0a3101f1f0a8938706aceb422,Sale,Sale
0xed0fb1a3219db877a2a2e684ea50974d77e55f897dcf742ca2507dc53597155f,Swap,Swap
0x2c79ff0d6892b70113b9157247392cc2a5c2add2de1c028d6d071f8dba1731ed,Sale,Sale
0x6674ceec8eb4b826cca457444c93e5dba96c639fa5c8001f701586f9ed45ce51,Swap,Mint
0x7a51a9c6be18ba18e21c2416371aba242012930d82eccffa4dbf6042e9630e1c,Revoked,Revoked
0xe3527df7548aa7d994a6c21bf453d2bcfdbea857908c3dce3fbd5996e2ed5422,Sale,Sale
0x4d87c64cd0926f329a35552bde151a125c11193d63c9364d3a8ec2c58b88d35f,Sale,Sale
0x838ded1f78ba76e78fd31a7b5e95cbb44fc1c034949cfc2663de19b23bbd53da,Withdraw,Withdraw
0x1054baf89edfb9d2da3cd651c1506e81c4cd1caeb73ed720febc4758765a114b,Transfer,Transfer
0xf96bad40e7431c673a5e03bd6c2e0289dcc17bdcb1af03c3c6ebd51f4a0c8308,Revoked,Revoked
0xb4f0beb9170942bb836a4aa7f22762a565614a4ec265337b600260b171c200cd,Mint,Mint
0x5d98f08ccc025a2a26367ff4cd900a7c48b89a9c101397491bd33a6ba08a336b,Sale,Sale
0x4a601737323e083c00c828b1fbb1e4ae85e5a607210ddaf9a8bca2e9d4facd23,Swap,Swap
0x6a79e5017563de0f82c3462c627712a714fdb38a7f2445f06979614d75a4caad,Approved,Revoked
0x369399b8211918ebc74c94a6456d31d19fd9daba39e26729e19849681dbde1ba,Unwrap,Unwrap
0x91a6711f1fec860927abfc831b5d316bf2324a8c880fe827993fbaa094ae798a,Swap,Swap
0xb259c80859b12ee651cbe34c383c205f615106fefcc09561d679ba28c7e29ab0,Approved,Revoked
0x01fcf9f90bcff92a23f6b91858e681f4b58e4fe2f604ea990f599e039914d8a5,Approved,Revoked
0xdddd5d084ea2455c7456ebc97ac0376b3bf9af9dca83daba278e4492225bfa7e,Unwrap,Unwrap
0x25db83cbf5c371b65752ea23b223fa3cef37bace6a8d4600d4cd1862a65d45ae,Withdraw,Withdraw
0x939a1cb98483c634813b5c8e7cde97b7ec2cdf4cf7c37d4c93db10d16e3a9e72,Mint,Mint
0x0387b652745deb47250c49e7ecb5a566314edd67a0fc69ca806211dc62724ffe,Withdraw,Withdraw
0x9b74bb0683830eb40f1a68587d0e07616a6014b29b964d16dfd1bde6e7de26be,Transfer,Transfer
0x65fb48564c85c8724af587c241b4a8ccb9d3fc6f764f65838876d78e6c791c6b,Revoked,Revoked
0xa461deb77997940cf4c33a3e53cee4e2cdc5cdaf9ad996115c71794c2a80a8b6,Approved,Revoked
0x7bdf77c025dd79156f99426a63c6f828b9c751edc3260e6355e8621e0a88db3b,Mint,Mint
0xe22725cfd52e7c1c0434205e747c3f3ac47934b6e2722178597e837f671c5d4f,Approved,Revoked
0x4b3df4ea3a41e32cfe43a86b915464048eb98716cfd25dc901f53ad97e5f39f2,Approved,Revoked
0xc6b884917745c20766798d66e5a7224a438621d49669818d66b618f77c91e03c,Swap,Swap
0x1e313f460e7e0febe64828ce6becfb03f77f34a8e9c782ec9b947d4cbd8102be,Swap,Swap
0xc507a490435b411bf63e0be5483b6e83a6d7d64320f2cf1a03b44566b61da251,Mint,Mint
0xe7d4c0bf812c10e8f72b94c68d80310b4420dbfefd18d178d0592c6a57c8ba39,Unwrap,Unwrap
0x3124429bd94d6668ccce7d3a338a6a877ef1bb96a9d229ee791f2982db485acd,Swap,Swap
0xcd64bc30cc1a56347051fe89401ed2b797ca3f32c2d03561a300e03a90df14a7,Mint,Mint
0x2637ef79d4f43a1493087831d6602dd1ff33371dff2c1af9ad37badfd3dc0d41,Mint,Mint
0x7767fc38e973c1e2e1300ef85b176b83c52ab3ca5ebfd3826143a6f089568952,Deposit,Deposit
0x6eccc7d94edd55ec0d6acb144d77b68886eb88e9c7a80bffe8ee19274e58fe75,Approved,Revoked
0xc55ea8074144e51e3aaea0d2189bb2a9ad630c14a0ab4bc33814c7faeb1d72b8,Swap,Swap
0x1b36e2a60b01d2f5c8bc7e147fa80bc07c9dda588411512be4fc4fa5ad7e8dd7,Mint,Mint
0x7b3c7725e896e6a523ef9c6c7be68083170ebc12e0b3708959baaccf54a9233d,Unwrap,Unwrap
0x8cf92ddfed964c0fedf6e3c8a93e504a3c11173fc82862329b3037d5aa0bcc3f,Sale,Swap
0x67a97fb1fa92dbfc860b81f36e7466334b514e3279f1e2c24c06de043bdd363a,Transfer,Transfer
0xa02d2d0847698641aa705b7c337b2c865e89c5d3d16d942a6788f92259a6e584,Mint,Mint
0xb2a68ae4f8a544b82db462e30aa2febbefef56af1dc197191ede7cb05ce37305,Mint,Mint
0x6cfaa07f6a7b001a1596bd6b5638cabf317fc64aea69d5aed773ec86a8ec26b7,Transfer,Transfer
0xcd8bd5076f87f96961e57dc285ad999304147259e89a1aa329e24a4f13a5b78a,Swap,Swap
0x6633fdba0cfc1592909afb2caa20023c15ab11d22825aae5a6c8baeabe44d35a,Sale,Swap
0x9a5bc9d05586fec25959f0069626b922b88179a11b8200a3e1a6777f64c50f5c,Sale,GnosisSafe
0x04ed8d07dbdc7c7aa718333c6a7e6ceb114bd18f24f0ce427102ee9a37d70f56,Swap,Swap
0x3044fa6a7c6864572e0a1e0f9908a0459f20d80c49513f8f5dca78890fff50dc,Sale,Sale
0xd676a2b982b3bbf86f94fdd8c1be21f73d3c0d3080de38b7f7bb3b50cad22368,Sale,Sale
0x6f55391068ceda7bcf18e24d53036026c70c50970c2875849430ffbfd4acc5db,Approved,Revoked
0x789536d1c52a59ba8bfbffa29674506b42a353959883888b2a82d78bf07819c7,Swap,Swap
0xe959c28f8c086dcff22c5d7051011cf89af7163d4623156cd09f026503a7e253,Transfer,Transfer
0x567de19c8084efcc15574109ef3005ffa556c80ed405fac7f755bd18f82f76d0,Swap,Swap
0x496dacad0535c1e64f9a1e8a0568f9d267d1d6f692f2fe3f3fa3d8d6f451bde3,Revoked,Revoked
0xafa1c8a894828fb06ee7064a74093a96350b2bfb9f3fb67bae3511190e4524f2,Transfer,Transfer
0x5512fb62a8fb65253878dd81797933e8df2205ae6edb448f9bb9f90f4d057bc2,Mint,Mint
0xbd60ca6aba7ca61fe2e7905b004296cd48be1e2ecbfcf5f840b01709e5f4577b,Transfer,Transfer
0xedd2d3bbfb55b33381a32c4241c3a37674ee7f16a1b153dd768b681a25402e03,Wrap,Wrap
0x34fae9c6676c2b94f475f915dde1c25c6665ca39921de9b5df48aa8809f2b718,Transfer,Transfer
0x263188ea0f187b4c4b43ba950e758e2e445c247a18524acf63e95293b4a146f0,Sale,Sale
0x4be42efdaf36ab4d4d1c8ba384b89bc9bbf5a62fce85e1b854c49967601d87d7,Mint,Mint
0xde171146e7f13023727119683f820c8fc433fe92f484d0d7ebc0cf458f2caffb,Transfer,Transfer
0x24a3a96c174afd2b83786b2fe0e073336ceae73c2fd4875e474f69e535404314,Sale,Sale
0x4ce829ebf5822de833e3329a9bceabc274b1b21304ac5f25a3f822e17e446e39,Sale,Sale
0xdfb7252c9f6b23ba8257bd092aec69143c632309acd87aca9e159b017e588bf7,Cancel,Wrap
0xe8d929039f21cfc46c30a9c1336c628e56a35fe4336c76b42e7ea7f920949520,Transfer,Transfer
0x03e2c40c3285c140d8200aef7e942c3c9c1575faa60dc74629482007d6133f3b,Transfer,Transfer
0xdf7ceafa56ae7cc72e01a7223725010c2bf4d1c41f804d2d029af5cd38b54b38,Transfer,Transfer
0x7c82666f69b8a4136176896ccbb93492c86d854719c4175f4a720e7393be29f4,Swap,Swap
0xe9e7128309c4e35375afed49653c0cb5701b980a1d40b90e440bee9a6889c525,Wrap,Wrap
0x303c87a3be1576220f9635ac418e30a6384f766711edd4526dc4c22cf2a1336d,Swap,Swap
0x03014e200122d0ed6e4dbcbf1147a87d3dd16f9d2bd6d4f3b789907693f10b02,Swap,Swap
0x7f51dc20275fb51327749ef5b67647ec203d7917d38af559525f4a4b418db5c5,Approved,Revoked
0xb31a6078be76f442e5fa004bcc86163ab34502e204243e2b96d54735145710ac,Approved,Revoked
0x74cdb8722933f21cc7e977d953a72afab1e1352937b3505585b75253cb7d8ed5,Mint,Mint
0xa4f2a2abeaf2ad3ee9eccb31e2a0a4c297da872cc3f964277e64639d8cc7ee5b,Cancel,Cancel
0x7fa31db79efc186d5564eb763ae83f58e6e177a4cb4bea9cf30a79bdf6d1d0ba,Transfer,Transfer
0x87bf0da5b6c0ffe227fff2dd7e86dc4db3310b1a09e521292ec6c4ebc87d7574,Mint,Mint
0xa8228f579f6fcfbbddc76ddc39a127846169e0a18e7d53ec387af7236175a842,Sale,Sale
0x4886888fb384d32ddc4f059bd8077d61d2a3ea6e8dfa77fccb86575633ecb88f,Approved,Revoked
0xe421e5f1468425b48364b6500441c681c741ca1ea44506b8252f91a51f606f95,Transfer,Transfer
0x47bc4cee29db7ca4d682e0f4e065303643ccc6774cd686787fbafdca15c63978,Withdraw,Submit
0xffc6126bdee7012338fa5125a3ec2812460a4cd74e0364431fc87d3391bf9d18,Transfer,Transfer
0x0d69441cf516e5464224541e8e62fb814496415424c9528c5e26318ae4d20ca2,Cancel,Wrap
0xee741c24698ebc77d7b5d053f968caccd37fe72d1d1b6a8688253ed6e6730862,Transfer,Transfer
0x171bb636538214a7748bc26b5aabd7243f8e960abc63b0f5889fa7fac49a2255,Withdraw,Withdraw
0xce5ff44ea8b55e245d552d6340aa26cebe098d894f56ba3a47161ede50e66ba3,Sale,Sale
0xe4f54b31b09627b31ad865aaa67263b82dc9b335f1ab2ec99e62329aac745032,Approved,Revoked
0x15ba289daeb1382ad3270359ec4c46e3440bae9754e7d4648dea1b61a8a098d1,Swap,Swap
0x2d277bc94e57fb397a0abc47bc1972464b0c9f127abf5930cc0f53bfde1320ac,Approved,Revoked
0xcb88ecddfc195c65d46a89cd993315ea264aba68701e6d1dbc2a9c2dcec148ef,Deposit,Deposit
0x2e61339f65d4f4dde13287ac473acaf45a689e27b36600a6771d33e4cb6776a9,Sale,Sale
0x876592101c723e532bd73bb9fd439f23ce9e28bcf924d9662bf0265e5e80a56a,Approved,Revoked
0xff68089ddbf4f0496986747d5e4ef7be580c507040edeb2e20f4422dfc19f358,Transfer,Sale
0xe3d2e11dc29a16b29e08406caf60e2ee8cf573a5a741304b16d0fef9c9378a00,Mint,Mint
0xcd7ff03566d0faaf0aaee149ef37fa6a0347e21fa61484558451b13316989479,Deposit,Swap
0xb4ef8c15a92e9072b322f7c400b47ba49228815991b1f5652738c13c7c5001c7,Wrap,Wrap
0xa0da585be0d3346c1cebbc904b887aba8f8f5bdf28dcc9645c2bbea4beb8e4a0,Approved,Revoked
0x9f85f899d90987ef21f79be68b96020562f1a46b8c7a9bd611df404dadda196a,Mint,Mint
0x40c559e8a9e5a87eb9490febbeda2c14b6f5fd25686ea4747d008bf30f99cd76,Approved,Revoked
0xcff1595448f469499873536bab2987ad6c032a71ac7001eed97d1bbac244ed9e,Swap,Swap
0x7e58188af5b3f19e763582fcbf9eb590ad0edd9fd401ecc894eaa662eb014868,Approved,Revoked
0xde3c86a26db4e49fca4798bdcb229636663469ca518b4742acc591316e0f4bd0,Deposit,Swap
0x913f0b7e797f99ef5ae9ace95918ec74aa9db13a2708c65609a4abe46ae3325c,Deposit,Swap
0xd887294b19f798450af27d55da75773f654a0d4d2340fa3a85f1c440fc8055ca,Approved,Revoked
0xfec9ded1dfb2317692bdabacfb56cd838aef71d7b872c5333dff99f8303ed405,Approved,Revoked
0xb1bd4ede03ee24f9d9fb50a12abc73c0b49dfa71b9c8135b4eb98ebc2ba352d2,Transfer,Transfer
0x32748dbdddcf59cd2981807f6156900721536787a42deaed7b628aa4ab1ce424,Swap,Swap
0x0c3c04f53a75d9e36b79f74bcdbbaafe70a9349134504cd7bb70d79f62014b49,Wrap,Wrap
0x3eb4f27163d5480560b33bf23c3652788782659a37db357baa1b061b07798b0c,Deposit,Deposit
0x01b682c71435f1db74e526c6a78de174b688af044803ac8f7530d9bc5432147a,Deposit,Deposit
0xfc4d17e228005f4a5834c3bfcc1fcc5bdaa14827a3595e264674b3f4d18e8384,Transfer,Transfer
0x8ae9bac37bf1b0b3291e8d8015c0e695cc931664b6a88cd3f88330d4ca690744,Swap,Swap
0x660ea11a625dae9f3f1b8e0809e6cdf6cb750f1c02c6c67f4bad796c85617dfa,Mint,Mint
0xf1677bfff71ba5962145401227214401969c1fe0fb41e5433ba44b8b2a7a2c5d,Cancel,Wrap
0x59d53f11d3b9a2ff8e9f950798d67f76351f64d21719f840796926050e07c81b,Mint,Mint
0x560085641a8c361c7350aa5cd2d358d6a4a3abe1b941825623b0e54ede10644a,Approved,Revoked
0x1ea1f4d91cbb6602668cc59950f0c6c6030f37dfae8c9d28ba0050791495d89f,Revoked,Cancel
0xe7dbb6f24d9ce66509ef537bd0b6947a184bd393107d396b5c16b1be66d57ee4,Transfer,Transfer
0xf215eb095344f9e4f43ec17b661262c6a0d1d463c9094564c0c285879dd10ea2,Mint,Mint
0x4133453230185174e9cef353ee7cd5fca60f23051484ee03f34bec4c2a0440a3,Transfer,Transfer
0xb5c4a2714c6684999bfa89f90bad0b1aead8901047fd92ab36adc9a2aea8de26,Swap,Swap
0x14b1f5fa65736d40f03961822a716de5faa61d5ae7bbc08d6730d5100779f7fe,Sale,Swap
0x8588d548fa06b6da9b27da1713de3c2232657c27d647edddf29524ef0d7695ca,Mint,Mint
0xc5fa8bf9998a4aea59029a20a3ccd6319a285a65690637f248fb4bf2794c605d,Mint,Mint
0xb52d06f1525ff538723f570d26db41c1a8ba9773e58f782a95046ad4b80ab7fa,Sale,Sale
0x974f44c300bab624cb565c963f550bf43383bb1e2f435da7a37e6491e84f4ebe,Transfer,Transfer
0xd3cd1b1c51a137e89e2176191bf230e22f6c80d749d6b2d24b05ab44bfe5a4f1,Swap,Swap
0x3f4fc6ff6f0e8781013d90a2f465bfd8bbd948ec6edce83d91f2c15cee792a03,Cancel,Cancel
0xe3a60d765df6aef135ab607abf465a2cc3e8a2d39ab0f5ea794a926a8c225d74,Mint,Mint
0x590ca7357cce55c4c97e3284e927cc356521b625f179193df3e1baae9d671270,Revoked,Revoked
0x4edec6cf46de9d5f50cff1aaa235545ce069925e659bd158355313bfdb174194,Unwrap,Unwrap
0x751ffabdb358c9476c101861de591f23c38c375364c9337a5fb1d482dff08807,Swap,Swap
0x831b4c265b7b03bf169e3760afad30b985632dad46826e3b76705bda64579f96,Transfer,Transfer
0x61c5f68f01372518454e1ff03b025bb1056edf721feba9f11c8c7df9e755cb2d,Swap,Swap
0x58424e5f665df9fa3131fd48bbf9fa9493a766c4468160d00f92b1d0ae798c6d,Swap,Swap
0x3ab508b81cdf48d3151e39c3196b141402644122b0eafa778412513333cb9812,Mint,Mint
0x70d505467523300eb2d03f1825c249c42009acd27adcd36fcbe8c673b2151f35,Approved,Revoked
0x25eb65302941ab69ee00cead949376ff48f44863f1999094964e7f0b20eccbb5,Wrap,Wrap
0x9e8140b5bbcb7322e8f0fef60cf1a4dd216b682a0f2d0118b21fdcb7404b3c9a,Deposit,Swap
0x1cfa77e584ddaf25d5210481c7a00c6694fbe40a2932bdfae843db288c0f8d4e,Unwrap,Unwrap
0xe82f10123e6751f80eebf97fbbd29df0ef1ced551edca756e52f52ed88250f09,Sale,Sale
